,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
2085,0.028,0.028,0.028,0.028,0.028,0.028,0.746,0.028,0.028,0.028
2086,0.562,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.252
2087,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.788,0.024
2088,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.772,0.025,0.025
2089,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.752,0.028,0.028
2090,0.798,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
2091,0.021,0.479,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.352
2092,0.355,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.439,0.026
2093,0.805,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
2094,0.034,0.034,0.034,0.698,0.034,0.034,0.034,0.034,0.034,0.034
2095,0.026,0.026,0.764,0.026,0.026,0.026,0.026,0.026,0.026,0.026
2096,0.760,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027
2097,0.021,0.021,0.021,0.021,0.021,0.021,0.814,0.021,0.021,0.021
2098,0.027,0.027,0.027,0.759,0.027,0.027,0.027,0.027,0.027,0.027
2099,0.306,0.167,0.024,0.362,0.024,0.024,0.024,0.024,0.024,0.024
2100,0.557,0.020,0.200,0.020,0.020,0.020,0.020,0.020,0.106,0.020
2101,0.510,0.020,0.021,0.021,0.260,0.020,0.087,0.021,0.021,0.021
2102,0.025,0.025,0.205,0.594,0.025,0.025,0.025,0.025,0.025,0.025
2103,0.034,0.034,0.034,0.034,0.293,0.034,0.034,0.034,0.034,0.438
2104,0.028,0.028,0.028,0.746,0.028,0.028,0.028,0.028,0.028,0.028
2105,0.018,0.290,0.018,0.018,0.018,0.018,0.503,0.018,0.018,0.080
2106,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.670
2107,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.755,0.027
2108,0.026,0.765,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
2109,0.445,0.025,0.025,0.170,0.208,0.025,0.025,0.025,0.025,0.025
2110,0.026,0.574,0.026,0.026,0.219,0.026,0.026,0.026,0.026,0.026
2111,0.355,0.020,0.020,0.020,0.485,0.020,0.020,0.020,0.020,0.020
2112,0.027,0.027,0.027,0.758,0.027,0.027,0.027,0.027,0.027,0.027
2113,0.022,0.022,0.149,0.022,0.022,0.331,0.022,0.022,0.365,0.022
2114,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.525,0.299
2115,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.781
2116,0.525,0.021,0.021,0.021,0.021,0.021,0.304,0.021,0.021,0.021
2117,0.024,0.024,0.635,0.172,0.024,0.024,0.024,0.024,0.024,0.024
2118,0.022,0.022,0.022,0.667,0.022,0.022,0.156,0.022,0.022,0.022
2119,0.030,0.030,0.030,0.030,0.733,0.030,0.030,0.030,0.030,0.030
2120,0.023,0.023,0.789,0.023,0.023,0.023,0.023,0.023,0.023,0.023
2121,0.022,0.022,0.022,0.022,0.022,0.803,0.022,0.022,0.022,0.022
2122,0.027,0.027,0.027,0.027,0.757,0.027,0.027,0.027,0.027,0.027
2123,0.022,0.022,0.022,0.022,0.311,0.273,0.022,0.097,0.189,0.022
2124,0.032,0.540,0.032,0.032,0.032,0.032,0.032,0.032,0.206,0.032
2125,0.024,0.024,0.024,0.024,0.024,0.788,0.024,0.024,0.024,0.024
2126,0.025,0.025,0.025,0.025,0.156,0.025,0.025,0.025,0.360,0.312
2127,0.351,0.020,0.492,0.020,0.020,0.020,0.020,0.020,0.020,0.020
2128,0.799,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022
2129,0.154,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.644
2130,0.015,0.015,0.861,0.015,0.015,0.015,0.015,0.015,0.015,0.015
2131,0.017,0.017,0.197,0.017,0.399,0.017,0.017,0.017,0.017,0.282
2132,0.024,0.024,0.356,0.454,0.024,0.024,0.024,0.024,0.024,0.024
2133,0.032,0.032,0.032,0.032,0.032,0.032,0.715,0.032,0.032,0.032
2134,0.024,0.024,0.024,0.024,0.785,0.024,0.024,0.024,0.024,0.024
2135,0.734,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
2136,0.030,0.030,0.030,0.030,0.734,0.030,0.030,0.030,0.030,0.030
2137,0.023,0.023,0.789,0.023,0.023,0.023,0.023,0.023,0.023,0.023
2138,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.792
2139,0.023,0.023,0.023,0.789,0.023,0.023,0.023,0.023,0.023,0.023
2140,0.026,0.026,0.620,0.026,0.026,0.026,0.026,0.026,0.172,0.026
2141,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
2142,0.283,0.029,0.484,0.029,0.029,0.029,0.029,0.029,0.029,0.029
2143,0.288,0.019,0.370,0.019,0.019,0.019,0.207,0.019,0.019,0.019
2144,0.032,0.032,0.032,0.032,0.032,0.032,0.715,0.032,0.032,0.032
2145,0.028,0.028,0.028,0.028,0.028,0.028,0.748,0.028,0.028,0.028
2146,0.022,0.022,0.022,0.022,0.580,0.022,0.242,0.022,0.022,0.022
2147,0.027,0.537,0.249,0.027,0.027,0.027,0.027,0.027,0.027,0.027
2148,0.025,0.025,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025
2149,0.027,0.027,0.761,0.027,0.027,0.027,0.027,0.027,0.027,0.027
2150,0.024,0.234,0.354,0.024,0.024,0.024,0.129,0.024,0.024,0.142
2151,0.029,0.029,0.029,0.029,0.029,0.029,0.737,0.029,0.029,0.029
2152,0.217,0.026,0.027,0.026,0.026,0.026,0.026,0.026,0.571,0.026
2153,0.026,0.026,0.410,0.026,0.026,0.234,0.026,0.026,0.026,0.173
2154,0.024,0.024,0.024,0.024,0.024,0.375,0.024,0.024,0.431,0.024
2155,0.024,0.023,0.788,0.023,0.024,0.023,0.024,0.024,0.023,0.024
2156,0.025,0.025,0.025,0.025,0.025,0.771,0.025,0.025,0.025,0.025
2157,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.721,0.031
2158,0.778,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2159,0.025,0.025,0.025,0.442,0.025,0.025,0.025,0.025,0.356,0.025
2160,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.756,0.027,0.027
2161,0.023,0.023,0.794,0.023,0.023,0.023,0.023,0.023,0.023,0.023
2162,0.198,0.028,0.576,0.028,0.028,0.028,0.028,0.028,0.028,0.028
2163,0.197,0.034,0.533,0.034,0.034,0.034,0.034,0.034,0.034,0.034
2164,0.028,0.028,0.028,0.750,0.028,0.028,0.028,0.028,0.028,0.028
2165,0.577,0.022,0.022,0.109,0.022,0.163,0.022,0.022,0.022,0.022
2166,0.022,0.022,0.022,0.022,0.022,0.022,0.103,0.022,0.723,0.022
2167,0.345,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.429
2168,0.026,0.026,0.026,0.026,0.026,0.026,0.764,0.026,0.026,0.026
2169,0.025,0.025,0.246,0.447,0.130,0.025,0.025,0.025,0.025,0.025
2170,0.028,0.028,0.028,0.560,0.028,0.028,0.028,0.028,0.028,0.216
2171,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.734
2172,0.025,0.025,0.234,0.570,0.025,0.025,0.025,0.025,0.025,0.025
2173,0.027,0.296,0.490,0.027,0.027,0.027,0.027,0.027,0.027,0.027
2174,0.026,0.026,0.552,0.026,0.026,0.026,0.026,0.026,0.242,0.026
2175,0.023,0.023,0.023,0.381,0.023,0.023,0.433,0.023,0.023,0.023
2176,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.794
2177,0.028,0.028,0.326,0.028,0.028,0.028,0.028,0.448,0.028,0.028
2178,0.022,0.022,0.799,0.022,0.022,0.022,0.022,0.022,0.022,0.022
2179,0.321,0.028,0.028,0.028,0.028,0.322,0.028,0.028,0.028,0.163
2180,0.029,0.268,0.029,0.504,0.029,0.029,0.029,0.029,0.029,0.029
2181,0.029,0.029,0.029,0.737,0.029,0.029,0.029,0.029,0.029,0.029
2182,0.025,0.025,0.772,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2183,0.027,0.027,0.027,0.760,0.027,0.027,0.027,0.027,0.027,0.027
2184,0.787,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
2185,0.028,0.028,0.028,0.342,0.028,0.436,0.028,0.028,0.028,0.028
2186,0.024,0.024,0.024,0.024,0.257,0.419,0.024,0.024,0.156,0.024
2187,0.030,0.231,0.030,0.339,0.030,0.030,0.030,0.030,0.221,0.030
2188,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.768,0.026
2189,0.446,0.028,0.028,0.327,0.028,0.028,0.028,0.028,0.028,0.028
2190,0.372,0.020,0.466,0.020,0.020,0.020,0.020,0.020,0.020,0.020
2191,0.021,0.021,0.814,0.021,0.021,0.021,0.021,0.021,0.021,0.021
2192,0.773,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
2193,0.026,0.768,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
2194,0.026,0.026,0.237,0.552,0.026,0.026,0.026,0.026,0.026,0.026
2195,0.024,0.024,0.024,0.024,0.024,0.786,0.024,0.024,0.024,0.024
2196,0.025,0.025,0.025,0.776,0.025,0.025,0.025,0.025,0.025,0.025
2197,0.024,0.024,0.024,0.448,0.024,0.024,0.356,0.024,0.024,0.024
2198,0.355,0.021,0.021,0.021,0.021,0.480,0.021,0.021,0.021,0.021
2199,0.019,0.019,0.019,0.019,0.453,0.019,0.019,0.270,0.019,0.145
2200,0.025,0.025,0.025,0.771,0.025,0.025,0.025,0.025,0.025,0.025
2201,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.695,0.034
2202,0.387,0.026,0.026,0.409,0.026,0.026,0.026,0.026,0.026,0.026
2203,0.027,0.027,0.756,0.027,0.027,0.027,0.027,0.027,0.027,0.027
2204,0.027,0.027,0.561,0.027,0.226,0.027,0.027,0.027,0.027,0.027
2205,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.738,0.029
2206,0.023,0.023,0.604,0.023,0.023,0.023,0.117,0.118,0.023,0.023
2207,0.022,0.022,0.022,0.303,0.022,0.022,0.022,0.022,0.520,0.022
2208,0.023,0.023,0.793,0.023,0.023,0.023,0.023,0.023,0.023,0.023
2209,0.022,0.022,0.022,0.805,0.022,0.022,0.022,0.022,0.022,0.022
2210,0.695,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034
2211,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.296,0.542
2212,0.019,0.502,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.347
2213,0.026,0.026,0.026,0.454,0.026,0.026,0.026,0.026,0.341,0.026
